Sigla Empresa;Nombre;Fecha;Año;Número de Mes;Origen;Nombre;Ciudad Origen;Pais Origen;Destino;Nombre;Ciudad Destino;Pais Destino;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;AXM;EL EDEN;ARMENIA;COLOMBIA;N;R;1.184;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;BCN;BARCELONA;BARCELONA;ESPANA;I;R;231;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;N;R;1.658;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;N;R;30.972;97.480
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;N;R;5.536;13.092
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;N;R;32;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;CUC;CAMILO DAZA;CUCUTA;COLOMBIA;N;R;1.541;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;CUN;CANCUN INTL;CANCUN;MEXICO;I;R;323;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;I;R;139;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;EZE;MINISTRO PISTARINI;EZEIZA;ARGENTINA;I;R;222;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;10;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;GIG;RIO DE JANEIRO - GALEAO;RIO DE JANEIRO;BRASIL;I;R;26;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;GRU;GUARULHOS;SAO PAULO;BRASIL;I;R;75;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;GUA;LA AURORA;GUATEMALA;GUATEMALA;I;R;40;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;GYE;SIMON BOLIVAR;GUAYAQUIL;ECUADOR;I;R;71;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;IAD;DULLES INTL D.C.;WASHINGTON;ESTADOS UNIDOS;I;R;8;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;JFK;JOHN F KENNEDY INTL;NEW YORK;ESTADOS UNIDOS;I;R;91;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;I;R;52;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;R;8;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;LHR;HEATHROW;LONDRES;INGLATERRA;I;R;106;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;LIM;CALLAO /INTL JORGE CHAVEZ;LIMA;PERU;I;R;42;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;LPB;EL ALTO INTERNACIONAL;LA PAZ;BOLIVIA;I;R;8;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MAD;BARAJAS;MADRID;ESPANA;I;R;694;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;I;R;38;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;R;6.026;11.738
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MEX;LICENCIADO BENITO JUAREZ INTL;MEXICO;MEXICO;I;R;345;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;I;R;2.269;24.985
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MTR;MONTERIA - LOS GARZONES;MONTERIA;COLOMBIA;N;R;71;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;MVD;CARRASCO;MONTEVIDEO;URUGUAY;I;R;17;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;PEI;PEREIRA - MATECAÑAS;PEREIRA;COLOMBIA;N;R;2.032;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;PSO;PASTO - ANTONIO NARIQO;PASTO;COLOMBIA;N;R;715;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;PTY;TOCUMEN INTL;PANAMA;PANAMA;I;R;99;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;PUJ;PUNTA CANA INTL;PUNTA CANA;REPUBLICA DOMINICANA;I;R;161;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;RCH;ALMIRANTE PADILLA;RIOHACHA;COLOMBIA;N;R;11;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SAL;EL SALVADOR INTL;SAN SALVADOR;EL SALVADOR;I;R;22;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SCL;ARTURO MERINO BENITEZ INTL;SANTIAGO;CHILE;I;R;309;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SDQ;LAS AMERICAS;SANTO DOMINGO;REPUBLICA DOMINICANA;I;R;32;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SJO;JUAN SANTAMARIA INTL;SAN JOSE;COSTA RICA;I;R;38;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SJU;LUIS MUNOZ MARIN INTL;SAN JUAN;PUERTO RICO;I;R;125;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SMR;SIMON BOLIVAR;SANTA MARTA;COLOMBIA;N;R;6;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;UIO;AEROPUERTO INTERNACIONAL MARISCAL S;QUITO;ECUADOR;I;R;36;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;VUP;ALFONSO LOPEZ PUMAREJO.;VALLEDUPAR;COLOMBIA;N;R;43;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;YYZ;LESTER B PEARSON INTL;TORONTO;CANADA;I;R;55;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BCN;BARCELONA;BARCELONA;ESPANA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;7.954;233.588
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;ADZ;SAN ANDRES-GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA;COLOMBIA;N;R;1.270;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;ASU;SILVIO PETTIROSSI INTL;ASUNCION;PARAGUAY;I;R;10;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;AUA;REINA BEATRIX INTL;ARUBA;ANTILLAS HOLANDESAS;I;R;113;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;AXM;EL EDEN;ARMENIA;COLOMBIA;N;R;95;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;N;R;1.566;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;BCN;BARCELONA;BARCELONA;ESPANA;I;R;115;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;N;R;23.829;55.231
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;N;R;2.397;19
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;N;R;3.976;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CUC;CAMILO DAZA;CUCUTA;COLOMBIA;N;R;83;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CUN;CANCUN INTL;CANCUN;MEXICO;I;R;234;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;I;R;46;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;EZE;MINISTRO PISTARINI;EZEIZA;ARGENTINA;I;R;52;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;12;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GIG;RIO DE JANEIRO - GALEAO;RIO DE JANEIRO;BRASIL;I;R;19;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GRU;GUARULHOS;SAO PAULO;BRASIL;I;R;44;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GUA;LA AURORA;GUATEMALA;GUATEMALA;I;R;14;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GYE;SIMON BOLIVAR;GUAYAQUIL;ECUADOR;I;R;54;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;IAD;DULLES INTL D.C.;WASHINGTON;ESTADOS UNIDOS;I;R;3;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;JFK;JOHN F KENNEDY INTL;NEW YORK;ESTADOS UNIDOS;I;R;171;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;I;R;127;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;R;7;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LHR;HEATHROW;LONDRES;INGLATERRA;I;R;66;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LIM;CALLAO /INTL JORGE CHAVEZ;LIMA;PERU;I;R;43;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LPB;EL ALTO INTERNACIONAL;LA PAZ;BOLIVIA;I;R;4;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MAD;BARAJAS;MADRID;ESPANA;I;R;403;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;I;R;69;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;R;2.828;56
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MEX;LICENCIADO BENITO JUAREZ INTL;MEXICO;MEXICO;I;R;214;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;I;R;802;55
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MTR;MONTERIA - LOS GARZONES;MONTERIA;COLOMBIA;N;R;867;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MVD;CARRASCO;MONTEVIDEO;URUGUAY;I;R;11;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PEI;PEREIRA - MATECAÑAS;PEREIRA;COLOMBIA;N;R;1.349;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PSO;PASTO - ANTONIO NARIQO;PASTO;COLOMBIA;N;R;191;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PTY;TOCUMEN INTL;PANAMA;PANAMA;I;R;149;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PUJ;PUNTA CANA INTL;PUNTA CANA;REPUBLICA DOMINICANA;I;R;216;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;RCH;ALMIRANTE PADILLA;RIOHACHA;COLOMBIA;N;R;52;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SAL;EL SALVADOR INTL;SAN SALVADOR;EL SALVADOR;I;R;10;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SCL;ARTURO MERINO BENITEZ INTL;SANTIAGO;CHILE;I;R;77;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SDQ;LAS AMERICAS;SANTO DOMINGO;REPUBLICA DOMINICANA;I;R;38;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SJO;JUAN SANTAMARIA INTL;SAN JOSE;COSTA RICA;I;R;41;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SJU;LUIS MUNOZ MARIN INTL;SAN JUAN;PUERTO RICO;I;R;37;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SMR;SIMON BOLIVAR;SANTA MARTA;COLOMBIA;N;R;3.105;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;UIO;AEROPUERTO INTERNACIONAL MARISCAL S;QUITO;ECUADOR;I;R;46;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;VUP;ALFONSO LOPEZ PUMAREJO.;VALLEDUPAR;COLOMBIA;N;R;109;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;YYZ;LESTER B PEARSON INTL;TORONTO;CANADA;I;R;87;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;ADZ;SAN ANDRES-GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA;COLOMBIA;N;R;10.584;440.046
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;ASU;SILVIO PETTIROSSI INTL;ASUNCION;PARAGUAY;I;R;416;10.485
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;AUA;REINA BEATRIX INTL;ARUBA;ANTILLAS HOLANDESAS;I;R;173;904
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;AXM;EL EDEN;ARMENIA;COLOMBIA;N;R;5.348;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;N;R;38.081;438.715
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BCN;BARCELONA;BARCELONA;ESPANA;I;R;4.780;219.889
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;N;A;1;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;N;R;28.305;156.032
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;N;R;38.130;282.511
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;N;R;42.092;299.593
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CUC;CAMILO DAZA;CUCUTA;COLOMBIA;N;R;18.143;200.432
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CUN;CANCUN INTL;CANCUN;MEXICO;I;R;7.295;769
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;I;R;1.990;20.468
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;EZE;MINISTRO PISTARINI;EZEIZA;ARGENTINA;I;R;2.823;244.810
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;1.366;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GIG;RIO DE JANEIRO - GALEAO;RIO DE JANEIRO;BRASIL;I;R;1.949;10.064
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GRU;GUARULHOS;SAO PAULO;BRASIL;I;R;3.570;248.444
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GUA;LA AURORA;GUATEMALA;GUATEMALA;I;R;2.228;19.546
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GYE;SIMON BOLIVAR;GUAYAQUIL;ECUADOR;I;R;1.050;15.359
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;IAD;DULLES INTL D.C.;WASHINGTON;ESTADOS UNIDOS;I;R;1.893;1.709
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;JFK;JOHN F KENNEDY INTL;NEW YORK;ESTADOS UNIDOS;I;R;4.505;161.013
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;I;R;2.540;321.089
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;R;2.091;63.452
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LHR;HEATHROW;LONDRES;INGLATERRA;I;R;3.302;185.659
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LIM;CALLAO /INTL JORGE CHAVEZ;LIMA;PERU;I;R;2.671;32.760
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LPB;EL ALTO INTERNACIONAL;LA PAZ;BOLIVIA;I;R;716;21.177
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MAD;BARAJAS;MADRID;ESPANA;I;R;12.252;758.726
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;I;R;2.571;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;A;83;0
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;R;43.768;322.075
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MEX;LICENCIADO BENITO JUAREZ INTL;MEXICO;MEXICO;I;R;8.205;48.696
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;I;R;8.132;333.169
AVA;AVIANCA;01-dic-22 00:00:00;2022;12;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MTR;MONTERIA - LOS GARZONES;MONTERIA;COLOMBIA;N;R;22.473;159.027
