Sigla Empresa;Nombre;Fecha;Año;Número de Mes;Origen;Nombre;Ciudad Origen;Pais Origen;Destino;Nombre;Ciudad Destino;Pais Destino;Tráfico (N/I);Tipo Vuelo;Pasajeros;Carga + Correo (Kg)
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SJU;LUIS MUNOZ MARIN INTL;SAN JUAN;PUERTO RICO;I;R;70;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;SMR;SIMON BOLIVAR;SANTA MARTA;COLOMBIA;N;R;1;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;UIO;AEROPUERTO INTERNACIONAL MARISCAL S;QUITO;ECUADOR;I;R;56;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;VUP;ALFONSO LOPEZ PUMAREJO.;VALLEDUPAR;COLOMBIA;N;R;72;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;YYZ;LESTER B PEARSON INTL;TORONTO;CANADA;I;R;63;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BCN;BARCELONA;BARCELONA;ESPANA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;I;R;7.583;170.416
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;ADZ;SAN ANDRES-GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA;COLOMBIA;N;R;1.464;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;ASU;SILVIO PETTIROSSI INTL;ASUNCION;PARAGUAY;I;R;12;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;AUA;REINA BEATRIX INTL;ARUBA;ANTILLAS HOLANDESAS;I;R;89;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;AXM;EL EDEN;ARMENIA;COLOMBIA;N;R;92;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;N;R;1.803;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;BCN;BARCELONA;BARCELONA;ESPANA;I;R;145;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;N;R;22.522;33.776
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;N;R;3.052;68
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;N;R;6.741;4
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CUC;CAMILO DAZA;CUCUTA;COLOMBIA;N;R;108;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CUN;CANCUN INTL;CANCUN;MEXICO;I;R;277;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;I;R;32;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;EZE;MINISTRO PISTARINI;EZEIZA;ARGENTINA;I;R;45;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;2;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GIG;RIO DE JANEIRO - GALEAO;RIO DE JANEIRO;BRASIL;I;R;31;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GRU;GUARULHOS;SAO PAULO;BRASIL;I;R;48;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GUA;LA AURORA;GUATEMALA;GUATEMALA;I;R;25;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;GYE;SIMON BOLIVAR;GUAYAQUIL;ECUADOR;I;R;97;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;IAD;DULLES INTL D.C.;WASHINGTON;ESTADOS UNIDOS;I;R;33;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;JFK;JOHN F KENNEDY INTL;NEW YORK;ESTADOS UNIDOS;I;R;220;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;I;R;164;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;R;16;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LHR;HEATHROW;LONDRES;INGLATERRA;I;R;67;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LIM;CALLAO /INTL JORGE CHAVEZ;LIMA;PERU;I;R;40;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;LPB;EL ALTO INTERNACIONAL;LA PAZ;BOLIVIA;I;R;6;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MAD;BARAJAS;MADRID;ESPANA;I;R;373;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;I;R;40;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;R;2.388;12
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MEX;LICENCIADO BENITO JUAREZ INTL;MEXICO;MEXICO;I;R;303;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;I;R;616;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MTR;MONTERIA - LOS GARZONES;MONTERIA;COLOMBIA;N;R;736;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;MVD;CARRASCO;MONTEVIDEO;URUGUAY;I;R;7;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PEI;PEREIRA - MATECAÑAS;PEREIRA;COLOMBIA;N;R;1.531;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PSO;PASTO - ANTONIO NARIQO;PASTO;COLOMBIA;N;R;279;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PTY;TOCUMEN INTL;PANAMA;PANAMA;I;R;349;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;PUJ;PUNTA CANA INTL;PUNTA CANA;REPUBLICA DOMINICANA;I;R;336;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;RCH;ALMIRANTE PADILLA;RIOHACHA;COLOMBIA;N;R;74;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SAL;EL SALVADOR INTL;SAN SALVADOR;EL SALVADOR;I;R;9;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SCL;ARTURO MERINO BENITEZ INTL;SANTIAGO;CHILE;I;R;88;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SDQ;LAS AMERICAS;SANTO DOMINGO;REPUBLICA DOMINICANA;I;R;55;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SJO;JUAN SANTAMARIA INTL;SAN JOSE;COSTA RICA;I;R;63;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SJU;LUIS MUNOZ MARIN INTL;SAN JUAN;PUERTO RICO;I;R;49;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;SMR;SIMON BOLIVAR;SANTA MARTA;COLOMBIA;N;R;3.711;65
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;UIO;AEROPUERTO INTERNACIONAL MARISCAL S;QUITO;ECUADOR;I;R;43;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;VUP;ALFONSO LOPEZ PUMAREJO.;VALLEDUPAR;COLOMBIA;N;R;112;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;YYZ;LESTER B PEARSON INTL;TORONTO;CANADA;I;R;97;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;ADZ;SAN ANDRES-GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA;COLOMBIA;N;R;10.746;398.088
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;ASU;SILVIO PETTIROSSI INTL;ASUNCION;PARAGUAY;I;R;467;15.067
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;AUA;REINA BEATRIX INTL;ARUBA;ANTILLAS HOLANDESAS;I;R;271;76
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;AXM;EL EDEN;ARMENIA;COLOMBIA;N;R;4.042;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;N;R;28.010;258.113
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BCN;BARCELONA;BARCELONA;ESPANA;I;R;3.364;153.467
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;N;A;96;950
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;N;R;16.867;100.260
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;N;R;23.962;169.642
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;N;R;34.007;157.587
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CUC;CAMILO DAZA;CUCUTA;COLOMBIA;N;R;16.107;124.253
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CUN;CANCUN INTL;CANCUN;MEXICO;I;R;5.746;634
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;I;R;1.829;20.062
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;EZE;MINISTRO PISTARINI;EZEIZA;ARGENTINA;I;R;1.902;165.921
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;1.359;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GIG;RIO DE JANEIRO - GALEAO;RIO DE JANEIRO;BRASIL;I;R;1.678;6.176
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GRU;GUARULHOS;SAO PAULO;BRASIL;I;R;3.645;139.610
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GUA;LA AURORA;GUATEMALA;GUATEMALA;I;R;1.603;16.202
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;GYE;SIMON BOLIVAR;GUAYAQUIL;ECUADOR;I;R;1.037;7.073
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;IAD;DULLES INTL D.C.;WASHINGTON;ESTADOS UNIDOS;I;R;2.054;819
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;JFK;JOHN F KENNEDY INTL;NEW YORK;ESTADOS UNIDOS;I;R;4.159;84.192
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;I;R;3.072;300.088
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;R;1.964;44.398
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LHR;HEATHROW;LONDRES;INGLATERRA;I;R;2.841;173.925
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LIM;CALLAO /INTL JORGE CHAVEZ;LIMA;PERU;I;R;2.481;26.686
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;LPB;EL ALTO INTERNACIONAL;LA PAZ;BOLIVIA;I;R;742;22.417
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MAD;BARAJAS;MADRID;ESPANA;I;R;8.161;669.397
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MCO;HERDON;ORLANDO;ESTADOS UNIDOS;I;R;2.012;17
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;A;155;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MDE;RIONEGRO - JOSE M. CORDOVA;RIONEGRO - ANTIOQUIA;COLOMBIA;N;R;32.885;227.978
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MEX;LICENCIADO BENITO JUAREZ INTL;MEXICO;MEXICO;I;R;7.286;63.098
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MIA;MIAMI INTL;MIAMI;ESTADOS UNIDOS;I;R;8.294;447.960
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MTR;MONTERIA - LOS GARZONES;MONTERIA;COLOMBIA;N;R;17.099;73.531
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;MVD;CARRASCO;MONTEVIDEO;URUGUAY;I;R;441;10.519
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;PEI;PEREIRA - MATECAÑAS;PEREIRA;COLOMBIA;N;A;19;242
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;PEI;PEREIRA - MATECAÑAS;PEREIRA;COLOMBIA;N;R;11.265;68.404
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;PSO;PASTO - ANTONIO NARIQO;PASTO;COLOMBIA;N;A;141;7.040
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;PSO;PASTO - ANTONIO NARIQO;PASTO;COLOMBIA;N;R;7.455;132.368
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;PTY;TOCUMEN INTL;PANAMA;PANAMA;I;R;2.213;24.855
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;PUJ;PUNTA CANA INTL;PUNTA CANA;REPUBLICA DOMINICANA;I;R;5.133;14.237
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;RCH;ALMIRANTE PADILLA;RIOHACHA;COLOMBIA;N;R;6.700;15.189
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SAL;EL SALVADOR INTL;SAN SALVADOR;EL SALVADOR;I;R;137;2.068
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SCL;ARTURO MERINO BENITEZ INTL;SANTIAGO;CHILE;I;R;2.883;16.997
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SDQ;LAS AMERICAS;SANTO DOMINGO;REPUBLICA DOMINICANA;I;R;3.130;23.027
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SJO;JUAN SANTAMARIA INTL;SAN JOSE;COSTA RICA;I;R;3.369;92.160
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SJU;LUIS MUNOZ MARIN INTL;SAN JUAN;PUERTO RICO;I;R;2.032;19.750
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;SMR;SIMON BOLIVAR;SANTA MARTA;COLOMBIA;N;R;28.291;57.665
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;UIO;AEROPUERTO INTERNACIONAL MARISCAL S;QUITO;ECUADOR;I;R;1.561;9.993
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;VUP;ALFONSO LOPEZ PUMAREJO.;VALLEDUPAR;COLOMBIA;N;R;10.226;50.136
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;YYZ;LESTER B PEARSON INTL;TORONTO;CANADA;I;R;1.876;3.100
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;ADZ;SAN ANDRES-GUSTAVO ROJAS PINILLA;SAN ANDRES - ISLA;COLOMBIA;N;R;1.900;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;ASU;SILVIO PETTIROSSI INTL;ASUNCION;PARAGUAY;I;R;67;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;AUA;REINA BEATRIX INTL;ARUBA;ANTILLAS HOLANDESAS;I;R;478;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;AXM;EL EDEN;ARMENIA;COLOMBIA;N;R;6;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;BAQ;BARRANQUILLA-E. CORTISSOZ;BARRANQUILLA;COLOMBIA;N;R;6.452;6.419
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;BCN;BARCELONA;BARCELONA;ESPANA;I;R;1.114;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;BGA;BUCARAMANGA - PALONEGRO;BUCARAMANGA;COLOMBIA;N;R;2.918;75
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;N;A;1;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;BOG;BOGOTA - ELDORADO;BOGOTA;COLOMBIA;N;R;33.384;167.986
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;CTG;CARTAGENA - RAFAEL NUQEZ;CARTAGENA;COLOMBIA;N;R;6.883;4.875
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;CUC;CAMILO DAZA;CUCUTA;COLOMBIA;N;R;4.408;125
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;CUN;CANCUN INTL;CANCUN;MEXICO;I;R;692;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;CUR;HATO;CURACAO;ANTILLAS HOLANDESAS;I;R;150;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;EZE;MINISTRO PISTARINI;EZEIZA;ARGENTINA;I;R;353;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;FLL;FORT LAUDERDALE HOLLYWOOD INTL;FORT LAUDERDALE;ESTADOS UNIDOS;I;R;28;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;GIG;RIO DE JANEIRO - GALEAO;RIO DE JANEIRO;BRASIL;I;R;207;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;GRU;GUARULHOS;SAO PAULO;BRASIL;I;R;450;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;GUA;LA AURORA;GUATEMALA;GUATEMALA;I;R;91;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;GYE;SIMON BOLIVAR;GUAYAQUIL;ECUADOR;I;R;600;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;IAD;DULLES INTL D.C.;WASHINGTON;ESTADOS UNIDOS;I;R;157;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;JFK;JOHN F KENNEDY INTL;NEW YORK;ESTADOS UNIDOS;I;R;3.007;1.875
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;LAX;LOS ANGELES INTL;LOS ANGELES;ESTADOS UNIDOS;I;R;349;0
AVA;AVIANCA;01-ene-23 00:00:00;2023;1;CLO;CALI - ALFONSO BONILLA ARAGON;CALI;COLOMBIA;LET;LETICIA-ALFREDO VASQUEZ COBO;LETICIA;COLOMBIA;N;R;1.429;0
